commit_or_run_id	stage	model_family	feature_lane	cv_mae	cv_mae_std	validation_mae	runtime_seconds	status	params_summary	description
20260510-022205-deepen-v8_parcel_ratios	deepen	xgboost_v8	v8_parcel_ratios	48718.819469	4639.179798		1357.190592	keep	deepen_iter8_parcel_ratios	Deepen iter8: anchored on iter7. ADD 4 cadastral density ratios (parcels_per_section, parcels_per_commune, sections_per_commune, lots_per_parcel). Single feature knob.
20260510-024610-deepen-v8_month_cyclical	deepen	xgboost_v8	v8_month_cyclical	48549.826585	5070.479724		1377.104313	keep	deepen_iter9_month_cyclical	Deepen iter9: anchored on iter7 (family-best). ADD sin_month and cos_month cyclical encoding. Single feature knob.
20260510-031025-deepen-v8_iter7_minus_sparse	deepen	xgboost_v8	v8_iter7_minus_sparse	48329.382386	5140.846300		1261.838098	keep	deepen_iter10_compose_drop_sparse	Deepen iter10: anchored on iter7 (family-best). DROP 8 sparse 1-room/2-room raw cols. Single feature knob. Closes deepen at min=10.
20260510-033345-tune-v8_tune_iter1_lr_003	tune	xgboost_v8	v8_tune_iter1_lr_003	48454.124386	4999.009626		600.075704	keep	tune_iter1_lr_003	Tune iter1: smoke-shrink anchor (iter7 recipe at n_est=4000, top_k=10). Single hyperparameter knob: learning_rate 0.05 -> 0.03.
20260510-034439-tune-v8_tune_iter2_lr_007	tune	xgboost_v8	v8_tune_iter2_lr_007	47875.822992	5165.775046		589.189953	keep	tune_iter2_lr_007	Tune: tune_iter2_lr_007 on iter7 recipe at smoke-shrink (n_est=4000, top_k=10).
20260510-035454-tune-v8_tune_iter3_max_depth_5	tune	xgboost_v8	v8_tune_iter3_max_depth_5	47916.641383	4963.129888		529.383200	keep	tune_iter3_max_depth_5	Tune: tune_iter3_max_depth_5 on iter7 recipe at smoke-shrink (n_est=4000, top_k=10).
20260510-040404-tune-v8_tune_iter4_max_depth_7	tune	xgboost_v8	v8_tune_iter4_max_depth_7	48793.773193	5243.744080		681.541737	keep	tune_iter4_max_depth_7	Tune: tune_iter4_max_depth_7 on iter7 recipe at smoke-shrink (n_est=4000, top_k=10).
20260510-041547-tune-v8_tune_iter5_mcw_3	tune	xgboost_v8	v8_tune_iter5_mcw_3	48376.027234	5379.219889		614.911142	keep	tune_iter5_mcw_3	Tune: tune_iter5_mcw_3 on iter7 recipe at smoke-shrink (n_est=4000, top_k=10).
20260510-042625-tune-v8_tune_iter6_mcw_10	tune	xgboost_v8	v8_tune_iter6_mcw_10	48687.381326	4932.471594		564.719320	keep	tune_iter6_mcw_10	Tune: tune_iter6_mcw_10 on iter7 recipe at smoke-shrink (n_est=4000, top_k=10).
20260510-043610-tune-v8_tune_iter7_subsample_07	tune	xgboost_v8	v8_tune_iter7_subsample_07	48426.720037	4865.961198		576.108816	keep	tune_iter7_subsample_07	Tune: tune_iter7_subsample_07 on iter7 recipe at smoke-shrink (n_est=4000, top_k=10).
20260510-044611-tune-v8_tune_iter8_colsample_05	tune	xgboost_v8	v8_tune_iter8_colsample_05	48070.426511	5052.654728		576.929621	keep	tune_iter8_colsample_05	Tune: tune_iter8_colsample_05 on iter7 recipe at smoke-shrink (n_est=4000, top_k=10).
20260510-045608-tune-v8_tune_iter9_reg_lambda_5	tune	xgboost_v8	v8_tune_iter9_reg_lambda_5	48262.933221	5194.033394		624.870295	keep	tune_iter9_reg_lambda_5	Tune: tune_iter9_reg_lambda_5 on iter7 recipe at smoke-shrink (n_est=4000, top_k=10).
20260510-050653-tune-v8_tune_iter10_blend_02	tune	xgboost_v8	v8_tune_iter10_blend_02	48040.870410	5055.354766		637.441544	keep	tune_iter10_blend_02	Tune: tune_iter10_blend_02 on iter7 recipe at smoke-shrink (n_est=4000, top_k=10).
20260510-051940-confirm-v8_final_seed42	confirm	xgboost_v8	v8_final_seed42	47821.688117	5237.418670		1339.812753	keep	final_seed42_lr_007_restored	Final candidate seed=42: tune-best (lr=0.07) + iter7 features (presence_flags) at RESTORED capacity (n_est=8000, top_k=15).
20260510-054235-confirm-v8_final_seed2026	confirm	xgboost_v8	v8_final_seed2026	47452.076729	2901.185437		1332.919682	keep	final_seed2026_lr_007_restored	Final candidate seed=2026: same recipe as final_seed42 (lr=0.07 + iter7 features + restored capacity), CV split seed=2026 for two-seed agreement.
