commit_or_run_id	stage	model_family	feature_lane	cv_mae	cv_mae_std	validation_mae	runtime_seconds	status	params_summary	description
20260507-221123-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	49111.687895	4922.482745		42.974610	revert	deepen_iter8_land_rel_type	Deepen iter8: add fold-safe land_rel_type = land_area / mean(land_area|property_type). Analogous to iter5 winner but for land area.
20260507-221317-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	49208.416857	4914.076429		38.557882	revert	deepen_iter9_proptype_te20	Deepen iter9: add fold-safe TE on property_type (smooth=20). Low cardinality (~10 types) gives stable means; trees can use the continuous TE complementarily to the cat.
20260507-221501-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	49181.916910	5115.375393		36.975767	revert	deepen_iter10_drop_geo_hierarchy	Deepen iter10: drop dept_code and region_code native cats. Test whether they're load-bearing in W''.
20260507-221635-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	49355.507787	4997.755469		45.389447	revert	deepen_iter11_house_rel_type	Deepen iter11: add fold-safe house_area_rel_type = house_area / mean(house_area|property_type). Replicate iter5 winner pattern for second-most-important area feature.
20260507-221832-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	48682.665867	4964.278827		103.533936	revert	deepen_iter12_ensemble_3seeds	Deepen iter12: predict by averaging 3 XGBoost models with seeds 42, 100, 200. Variance reduction often gives consistent small lift orthogonal to feature engineering.
20260507-222114-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	48782.978998	5086.373793		49.572650	revert	deepen_iter13_max_depth_8	Deepen iter13: max_depth=8 (vs 6). v4 has more features than v2; deeper trees may catch new interactions.
20260507-222309-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	48895.985933	4834.686555		74.098658	revert	deepen_iter14_blend_log_raw	Deepen iter14: predict by averaging log-target and raw-target XGBoost predictions (50/50). Different target scales = different residual structures, often additive lift.
20260507-222526-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	49313.351505	4960.001018		39.841194	revert	deepen_iter15_type_mean_built	Deepen iter15: add type_mean_built = mean(built_area | property_type) per row, fold-safe. Direct group-stat (not ratio) telling model the typical built_area for the type.
20260507-222706-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	48939.338358	5110.865558		70.467468	revert	deepen_iter16_lr03_nest1000	Deepen iter16 (tune): lr=0.03 + n_est=1000. Slower learning, more iterations may extract more signal from current feature set.
20260507-222934-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	49406.929137	5336.266224		52.270174	revert	deepen_iter17_early_stopping	Deepen iter17: train with internal 90/10 train/eval split + early_stopping_rounds=30 + n_est=2000. Picks optimal stopping point per fold.
20260507-223141-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	48930.975522	5077.527711		540.919962	revert	deepen_iter18_hetero_ensemble_5	Deepen iter18: 5-model heterogeneous ensemble averaging (vary max_depth, lr, subsample). Greater diversity than seed averaging.
20260507-224237-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	88130.680125	6568.899178		864.625952	revert	deepen_iter19_ridge_residual	Deepen iter19: stack Ridge regression on XGB residuals. Captures linear patterns the boosted trees miss.
20260507-225841-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	50596.765581	4870.511787		39.213812	revert	deepen_iter20_drop_cadastral_first	Deepen iter20: drop cadastral_first cat. Cad sections nest within communes; may be redundant with commune_first cat.
20260507-230116-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	49027.332643	4998.185259		42.904158	revert	deepen_iter21_te_type_x_dept	Deepen iter21: 2D TE on (property_type, dept_code) with smoothing=30. Captures type-specific regional pricing differences.
20260507-230310-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	48597.973703	5091.152470		92.100680	keep	deepen_iter22_per_type_submodels	Deepen iter22: train global + 2 per-type sub-models (UNE MAISON, UN APPARTEMENT). Predict global. For MAISON/APPARTEMENT rows, blend 0.5 global + 0.5 sub-model. Type-specific specialization.
20260507-230547-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	48540.949484	4913.946593		95.345486	keep	deepen_iter23_5_submodels	Deepen iter23: extend per-type sub-models to top 5 types: UNE MAISON, UN APPARTEMENT, TERRAIN DE TYPE TERRE ET PRE, TERRAIN DE TYPE TAB, ACTIVITE. Same 0.5 blend.
20260507-230822-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	48688.690972	4807.351594		471.075273	revert	deepen_iter24_blend_0p7	Deepen iter24: blend ratio 0.7 sub / 0.3 global (vs 0.5/0.5). Sub-models may have stronger type signal than global.
20260507-231709-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	48535.541681	5006.717387		88.112525	keep	deepen_iter25_blend_0p3	Deepen iter25: blend ratio 0.3 sub / 0.7 global. Less sub-model influence; global may be more reliable for type-specific patterns it already learned.
20260507-231946-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	48620.860177	5051.862655		76.765428	revert	deepen_iter26_submodel_depth4	Deepen iter26: sub-models trained with max_depth=4 (vs global's 6). Smaller per-type datasets benefit from more regularization.
20260507-232225-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	48525.514024	4695.468114		82.099983	revert	deepen_iter27_per_type_residual	Deepen iter27: per-type sub-models trained on RESIDUALS (target - global_pred) instead of raw target. Final pred = global + sub_residual.
20260507-232514-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	48549.605674	5165.498167		43.245491	revert	deepen_iter28_per_type_log_residual	Deepen iter28: per-type sub-models train on log-residuals (log_y - log_pred_global). Combine target skewness handling with stacking.
20260507-232717-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	48589.689706	4995.365757		55.983584	revert	deepen_iter29_submodel_nest300	Deepen iter29: sub-models with n_est=300 (vs global's 500). Smaller per-type datasets need less capacity.
20260507-232950-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	48528.179025	5131.481286		65.327167	revert	deepen_iter30_gamma_1	Deepen iter30: gamma=1.0 (vs default 0). Min split gain regularization. Untested in v2 search.
20260507-233219-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	48944.524949	4953.788718		62.445266	revert	deepen_iter31_drop_room_layout	Deepen iter31: drop num_/area_*_rooms (18 sparse cols). May reduce noise.
20260507-233426-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	49183.367598	5021.600619		173.206043	revert	deepen_iter32_global_5bag	Deepen iter32: replace global with average of 5 XGB models on bootstrap samples (with replacement). Per-type sub-models stay same. Bootstrap diversity > seed diversity.
20260507-233814-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	48053.743013	5046.996985		108.311272	keep	deepen_iter33_nest_1000	Deepen iter33: n_estimators=1000 (vs 500), keep lr=0.05. More trees may extract more signal.
20260507-234057-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	47770.070360	5050.264853		161.996931	keep	deepen_iter34_nest_1500	Deepen iter34: n_estimators=1500 (vs 1000). More trees, see if lift continues.
20260507-234432-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	47535.233987	5103.906677		255.458429	keep	deepen_iter35_nest_2000	Deepen iter35: n_estimators=2000 (vs 1500). Continue exploring capacity ceiling.
20260507-234936-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	47408.982923	5170.389096		377.736420	keep	deepen_iter36_nest_3000	Deepen iter36: n_estimators=3000. Push trees further if lift continues.
20260507-235645-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	47107.532662	5244.674556		459.269720	keep	deepen_iter37_nest_4000	Deepen iter37: n_estimators=4000. Test if returns continue diminishing.
20260508-000514-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	47041.545184	5297.923104		572.104935	revert	deepen_iter38_nest_5000	Deepen iter38: n_estimators=5000. Push capacity ceiling further.
20260508-001554-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	48228.970189	5084.448930		405.465023	revert	deepen_iter39_lr03_nest4000	Deepen iter39: lr=0.03 + n_est=4000. Slower learning may extract more signal at fixed tree budget.
20260508-002406-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	48381.678540	4867.085244		516.554208	revert	deepen_iter40_depth_8	Deepen iter40: max_depth=8 with n_est=4000. Test depth at higher tree count.
20260508-002700-ablate-v2_plus_geo_hierarchy	ablate	xgboost_v4	v2_plus_geo_hierarchy	47392.216155	5328.153531		176.253566	ablate	ablate_a1_drop_submodels	Ablate a1: drop per-type sub-models (no SUB_TYPES). Test if the per-type architecture is load-bearing in W'''''.
20260508-003012-confirm-v2_plus_geo_hierarchy	confirm	xgboost_v4	v2_plus_geo_hierarchy	47998.491092	3831.880958		408.434188	confirm	confirm_seed2026	Stage 4 confirm seed=2026 of W''''' (iter37 winner: per-type sub-models + n_est=4000 + all kept knobs). Validate seed agreement before promotion.
